"gene","M_C1_IL1B_Mono","M_C10_MKI67_Macro","M_C11_MT1G_Macro","M_C12_HSPA1A_Macro","M_C13_MMP9_Macro","M_C14_CD1C_cDC","M_C15_LAMP3_cDC","M_C16_LILRA4_pDC","M_C17_S100A8_Neutro","M_C18_ISG15_Neutro","M_C19_AZU1_Neutro","M_C2_S100A8_Mono","M_C20_CXCL8_Neutro","M_C3_FCGR3A_Mono","M_C4_VCAN_Mono","M_C5_CCL3_C1QA_Macro","M_C6_SPP1_Macro","M_C7_TREM2_Macro","M_C8_BMP2K_Macro","M_C9_ISG15_Macro"
"C1orf127",0.0037,0.0058,0.0017,0.0041,0.0075,0.0037,0.0031,0.0023,5e-04,4e-04,0.0043,9e-04,0,0.0014,0.0057,0.009,0.0066,0.0048,0.013,0.0051
"TARDBP",0.1722,0.2337,0.1328,0.1126,0.2075,0.1652,0.1656,0.2395,0.0589,0.0624,0.1948,0.0979,0.0405,0.1679,0.171,0.1797,0.1822,0.1144,0.2053,0.1768
"MASP2",0.0032,0.0096,0.0023,0.003,0.0014,0.004,0.0074,0.0032,0.0017,0.001,0.0031,0.004,0,0.0011,0.0014,0.0125,0.0092,0.0046,0.0038,0.007
"SRM",0.1229,0.3263,0.1775,0.1304,0.3172,0.2146,0.16,0.2556,0.0312,0.0392,0.2213,0.0253,0.023,0.1166,0.1044,0.1683,0.2356,0.1833,0.1044,0.1969
"EXOSC10",0.0791,0.1269,0.0607,0.0706,0.1021,0.0841,0.0747,0.1112,0.0132,0.0194,0.1087,0.0339,0.002,0.0959,0.0879,0.0859,0.0907,0.0582,0.1024,0.0997
"EXOSC10-AS1",0.0012,0.0042,4e-04,0.0012,9e-04,0.0021,0.0017,0.0013,1e-04,4e-04,7e-04,0,0,0.0013,0.0021,0.0021,0.0026,0.0013,0.0026,0.0013
"MTOR",0.1097,0.0928,0.0356,0.0448,0.0895,0.0716,0.0591,0.1214,0.0176,0.022,0.1274,0.061,0.0123,0.1413,0.1332,0.0732,0.064,0.0493,0.1641,0.0669
"MTOR-AS1",8e-04,0,0,0,0,4e-04,5e-04,0.0019,1e-04,0,0.001,0,0,0.0014,0,4e-04,2e-04,3e-04,0.0025,6e-04
"ANGPTL7",6e-04,8e-04,0,0,6e-04,6e-04,3e-04,0.0025,1e-04,0,0.0015,4e-04,0,0.001,0,2e-04,3e-04,3e-04,0.0018,0.001
"UBIAD1",0.0278,0.0503,0.0274,0.0282,0.0434,0.0396,0.0384,0.0711,0.0073,0.0098,0.0396,0.0145,0.0045,0.0316,0.0248,0.0421,0.0427,0.029,0.0289,0.047
"DISP3",2e-04,0,4e-04,3e-04,0,1e-04,0,0.0012,1e-04,0,0,0,0,4e-04,4e-04,7e-04,5e-04,6e-04,0.0013,1e-04
"FBXO2",0.0026,0.0058,0.006,0.006,0.006,0.0197,0.0197,0.0037,0.0021,0.0036,0.0038,0.0018,0,0.0019,0.0027,0.0038,0.0043,0.0021,0.002,0.0056
"FBXO44",0.0155,0.0167,0.0266,0.0163,0.0275,0.0386,0.0353,0.0543,0.0051,0.0087,0.0135,0.0042,0,0.0175,0.0172,0.0292,0.0261,0.0207,0.0253,0.0281
"FBXO6",0.0715,0.0901,0.1214,0.0702,0.0958,0.1296,0.1386,0.1288,0.0272,0.0979,0.0865,0.0246,0.0143,0.11,0.0558,0.0752,0.1235,0.0754,0.0433,0.3051
"MAD2L2",0.1151,0.2565,0.1191,0.093,0.1124,0.1696,0.1757,0.272,0.0409,0.0547,0.1088,0.0239,0.0242,0.1207,0.087,0.1101,0.1161,0.0932,0.0479,0.1512
"DRAXIN",0.0073,0.0046,0.0036,0.0027,0.0065,0.0062,0.0025,0.0063,0.0027,0.0031,0.005,0.0037,0,0.0059,0.008,0.0032,0.0029,0.0031,0.0041,0.0048
"AGTRAP",0.58,0.3688,0.4176,0.2541,0.2714,0.1776,0.0773,0.058,0.3328,0.3314,0.5638,0.2173,0.127,0.4969,0.5496,0.2547,0.395,0.2458,0.1582,0.4841
"C1orf167",0.0045,0.0017,0.0011,0.0017,0,0.0017,0.0023,0.001,9e-04,0.0017,0.0038,0.0013,0,0.003,0.0043,0.0022,9e-04,6e-04,0.0074,0.0034
"MTHFR",0.1926,0.1233,0.0728,0.1422,0.0821,0.1764,0.1618,0.0935,0.0354,0.038,0.1549,0.0683,0.0264,0.2138,0.1568,0.1571,0.1109,0.0742,0.2102,0.1371
"CLCN6",0.1115,0.0663,0.0352,0.0597,0.0642,0.0578,0.0577,0.0581,0.0132,0.0196,0.0802,0.0316,0.0124,0.1525,0.1035,0.0806,0.0625,0.047,0.1789,0.074
"NPPA",0.0041,0.0014,4e-04,0.0015,0.0021,0.0013,4e-04,0.0029,3e-04,2e-04,0.0021,5e-04,0.0046,0.0046,0.0017,0.0012,7e-04,2e-04,0.006,0.0011
"KIAA2013",0.1168,0.1837,0.1108,0.0889,0.1655,0.0957,0.0786,0.1801,0.0824,0.0688,0.1314,0.0556,0.0231,0.1256,0.1232,0.1662,0.192,0.0964,0.1249,0.1519
"PLOD1",0.091,0.1463,0.1278,0.0852,0.1602,0.0609,0.0423,0.0221,0.0381,0.0346,0.1099,0.0301,0.0157,0.0659,0.0881,0.1348,0.1797,0.0862,0.0944,0.1393
"MFN2",0.1144,0.102,0.0683,0.0584,0.1112,0.0538,0.0513,0.0632,0.172,0.1209,0.1333,0.2619,0.1083,0.1146,0.0911,0.0899,0.0981,0.0559,0.0822,0.0911
"MIIP",0.1154,0.1978,0.18,0.1095,0.0876,0.1288,0.1644,0.2245,0.0606,0.0749,0.1932,0.0819,0.0279,0.1521,0.1018,0.1217,0.1699,0.104,0.0653,0.2245
"TNFRSF8",0.0471,0.0054,0.0107,0.0214,0.0099,0.0149,0.0122,0.0165,0.0186,0.0194,0.0123,0.0061,0.0249,0.1767,0.0334,0.0131,0.0101,0.0104,0.0174,0.0128
"TNFRSF1B",1.1593,0.4742,0.451,0.5927,0.2524,0.5837,0.4759,0.5464,1.0589,1.2964,0.5661,0.4571,0.8211,1.5837,0.6791,0.7501,0.6081,0.4032,0.5948,0.5983
"VPS13D",0.3853,0.164,0.0798,0.1099,0.2297,0.1684,0.1054,0.3846,0.0948,0.0807,0.3036,0.3201,0.2005,0.3924,0.3982,0.1649,0.1258,0.0977,0.5349,0.1281
"DHRS3",0.1017,0.2606,0.2099,0.1602,0.2637,0.122,0.1455,0.0238,0.0226,0.0312,0.1504,0.0088,0.0377,0.0287,0.082,0.2623,0.3672,0.1951,0.2602,0.2147
"PDPN",0.008,0.0665,0.0471,0.0332,0.05,0.0076,0.0087,0.004,0.0047,0.0072,0.0109,0.0027,0.0021,9e-04,0.0183,0.0685,0.0915,0.0537,0.0792,0.0571
"PRDM2",0.4535,0.2498,0.1696,0.1978,0.2909,0.2143,0.2898,0.4201,0.1951,0.1984,0.548,0.8268,0.2594,0.4652,0.4768,0.2411,0.2323,0.1289,0.548,0.1985
"KAZN",0.0249,0.0153,0.0286,0.0104,0.0749,0.0114,0.0109,0.0202,0.0372,0.016,0.0373,0.0513,0.0321,0.0294,0.0386,0.0098,0.0246,0.0127,0.0632,0.0088
"KAZN-AS1",9e-04,0,0,0,0.0022,3e-04,2e-04,0,2e-04,0,0,5e-04,0,2e-04,0.0011,2e-04,1e-04,1e-04,0.0026,2e-04
"TMEM51-AS1",0.0049,0.0074,0.0027,0.0116,0.0203,0.0081,0.0073,0,8e-04,0,0.0046,0.0014,0,0.0071,0.0064,0.0183,0.0146,0.0066,0.0471,0.0143
"TMEM51",0.0844,0.162,0.1539,0.183,0.2372,0.1478,0.0868,0.0146,0.0119,0.0332,0.0616,0.0032,0.0021,0.0626,0.0742,0.2449,0.2673,0.141,0.4421,0.2976
"C1orf195",0.002,0.002,9e-04,0.0032,0.0071,0.0037,0.0041,0,0,2e-04,0.001,0,0,0.0032,0.0019,0.0055,0.0032,0.0032,0.0325,0.0055
"FHAD1",0.025,0.0279,0.0316,0.0383,0.0555,0.0281,0.0128,0.0047,0.0033,0.007,0.0253,0.0035,0.0121,0.0239,0.0237,0.0482,0.0679,0.0281,0.1689,0.0739
"EFHD2",1.0443,0.8519,0.7023,0.7316,0.9261,0.8375,0.8503,0.384,1.0326,1.3172,0.7742,0.5432,0.7038,1.0924,0.9457,0.6855,0.9236,0.6428,0.5723,0.9195
"CELA2A",0.0023,0.0014,0.0038,0.0036,0,0.0017,0.0017,3e-04,2e-04,7e-04,0.0015,0.001,0,7e-04,0.0015,0.0015,0.0027,4e-04,0.0019,6e-04
"CELA2B",0.0081,0.0022,0.0043,0.0048,0.0026,0.0033,0.0023,0.0038,7e-04,9e-04,0.0069,0.0023,0.011,0.0112,0.0035,0.0017,0.0067,0.0014,0.0092,5e-04
"CASP9",0.1834,0.0935,0.0747,0.0832,0.0605,0.1239,0.08,0.0815,0.0405,0.0425,0.176,0.0531,0.0841,0.2148,0.1225,0.0602,0.068,0.0381,0.1403,0.0613
"DNAJC16",0.0795,0.0533,0.0316,0.0298,0.0785,0.0524,0.0402,0.0898,0.0126,0.0146,0.0782,0.0308,0.02,0.082,0.0874,0.0643,0.0589,0.0397,0.1195,0.0574
"AGMAT",0.0043,0.0133,0.0039,0.0059,9e-04,0.0032,0.0062,0.0055,0.0016,0.0012,0.0042,4e-04,0,0.0035,0.006,0.01,0.0067,0.0059,0.0154,0.0081
"DDI2",0.1093,0.1026,0.0695,0.085,0.1275,0.0783,0.0782,0.1831,0.0218,0.0199,0.1428,0.0548,0.0095,0.1033,0.1007,0.095,0.1168,0.0543,0.1536,0.0927
"PLEKHM2",0.2863,0.2113,0.1917,0.1928,0.2529,0.1812,0.1518,0.1624,0.0914,0.0841,0.2828,0.1966,0.139,0.2854,0.2113,0.2855,0.3218,0.1469,0.3765,0.229
"SLC25A34",0.0104,0.0059,0.0115,0.0075,0.0072,0.0056,0.0045,0.0052,0.0052,0.0056,0.0112,0.004,0.0044,0.0083,0.0056,0.013,0.0138,0.005,0.0149,0.007
"SLC25A34-AS1",4e-04,0,0,0.0012,0,2e-04,0,6e-04,0,0,6e-04,0,0.0029,4e-04,4e-04,1e-04,1e-04,2e-04,0.0012,1e-04
"FBLIM1",0.0055,0.005,0.0092,0.0109,0.0098,0.0052,0.0073,0.0052,0.0064,0.0119,0.0048,0.0035,0,0.0055,0.007,0.0095,0.0175,0.0099,0.012,0.0092
"UQCRHL",0.0162,0.0315,0.0281,0.0312,0.0177,0.0312,0.0455,0.0247,0.0074,0.008,0.0168,0.0015,0,0.0123,0.0096,0.033,0.0361,0.022,0.007,0.0555
"SPEN",0.392,0.2877,0.1458,0.2383,0.2413,0.2851,0.2585,0.3408,0.1666,0.1278,0.4512,0.3716,0.0981,0.4555,0.3378,0.3036,0.2496,0.1428,0.5319,0.2417
"ZBTB17",0.0804,0.0695,0.0507,0.0576,0.0786,0.0462,0.068,0.0534,0.0307,0.0311,0.0743,0.0533,0.0152,0.0916,0.0618,0.0548,0.0681,0.04,0.0744,0.0649
"SRARP",3e-04,3e-04,0,2e-04,6e-04,1e-04,0,0,0,0,2e-04,0,0,3e-04,4e-04,5e-04,5e-04,3e-04,3e-04,4e-04
"HSPB7",1e-04,0.001,9e-04,0,0.1318,5e-04,0,0,4e-04,5e-04,0,0,0,1e-04,0.0011,7e-04,8e-04,8e-04,6e-04,4e-04
"CLCNKA",0,0,2e-04,4e-04,0.006,0,0,5e-04,1e-04,0,0,0,0,2e-04,0,2e-04,1e-04,1e-04,0,2e-04
"EPHA2",0.011,0.0204,0.0294,0.0204,0.015,0.0378,0.0176,0.1912,0.0045,0.0044,0.0253,0.0027,0,0.0042,0.0036,0.0217,0.0156,0.0082,0.0175,0.0105
"ARHGEF19",0.0098,0.0135,0.0113,0.0096,0.0134,0.0128,0.0072,0.0132,0.0037,0.007,0.021,0.0027,0,0.007,0.0131,0.0102,0.0113,0.0088,0.0098,0.0132
"CPLANE2",0.0041,0.0038,0.0044,0.0031,0.0052,0.0026,0.0014,0.0044,6e-04,0.0012,0.0055,0.0014,0,0.0044,0.0033,0.0041,0.0041,0.0013,0.0048,0.0042
"FBXO42",0.2481,0.1434,0.0471,0.0969,0.164,0.1165,0.1036,0.1859,0.0609,0.0408,0.2572,0.2716,0.0843,0.3209,0.2765,0.1078,0.1006,0.0691,0.3672,0.109
"SZRD1",0.2542,0.3054,0.2153,0.1845,0.241,0.213,0.2325,0.2356,0.1048,0.1436,0.2493,0.1882,0.0981,0.2943,0.1877,0.2229,0.2818,0.1684,0.2087,0.3438
"SPATA21",0.0112,0.0069,2e-04,0.0012,0.0057,0.0063,0.0072,0.0179,0.0021,0.0012,0.0149,0.0074,0.0042,0.0205,0.0138,0.0039,0.0026,0.0027,0.0224,0.0039
"NECAP2",0.2006,0.2876,0.2776,0.2868,0.2708,0.2951,0.3664,0.1965,0.0716,0.1181,0.2424,0.0439,0.0278,0.3212,0.1675,0.3512,0.394,0.2599,0.2292,0.4552
"NBPF1",0.0198,0.0324,0.0367,0.0289,0.0419,0.0301,0.0341,0.0245,0.007,0.0107,0.0224,0.013,0.0018,0.0292,0.0246,0.0651,0.0509,0.039,0.061,0.0352
"CROCC",0.203,0.1111,0.0253,0.0719,0.0732,0.0729,0.0382,0.2517,0.0393,0.0256,0.2447,0.2207,0.0509,0.1627,0.2919,0.0721,0.0449,0.0631,0.6335,0.0458
"MFAP2",0.0027,0.0047,0.008,0.0047,0.009,0.0015,0.0045,0.0026,0.0061,0.0165,6e-04,0.0015,0,0.0017,0.003,0.0037,0.0048,0.0039,0.0013,0.0025
"ATP13A2",0.0454,0.0748,0.0574,0.0356,0.0325,0.0313,0.0125,0.3122,0.0101,0.0153,0.0592,0.0377,0.0098,0.0575,0.0457,0.0705,0.0674,0.0376,0.0656,0.1205
"SDHB",0.3076,0.4103,0.3476,0.3012,0.4552,0.3237,0.2512,0.292,0.1363,0.1379,0.2996,0.1192,0.0799,0.3646,0.2689,0.3151,0.4101,0.3117,0.3548,0.4934
"PADI2",0.0903,0.0848,0.0651,0.0997,0.0208,0.1512,0.1271,0.0116,0.1686,0.1211,0.1021,0.38,0.0232,0.0197,0.1143,0.0811,0.0645,0.0767,0.2149,0.0621
"PADI4",0.3626,0.1276,0.0115,0.0553,0.0386,0.0189,0.0386,0.0848,0.6195,0.1127,0.2919,2.9018,0.1969,0.0973,0.6102,0.0036,0.0076,0.0593,0.0569,0.0069
"RCC2",0.236,0.409,0.1536,0.1781,0.162,0.3344,0.2139,0.2495,0.0335,0.0483,0.414,0.0772,0.0389,0.2048,0.1803,0.2935,0.2358,0.1651,0.3479,0.2681
"ARHGEF10L",0.1836,0.1093,0.0898,0.0802,0.054,0.0688,0.0345,0.0047,0.0141,0.0353,0.1479,0.022,0.0073,0.1544,0.1524,0.1379,0.1388,0.0753,0.2539,0.1826
"IGSF21",0.0055,0.0716,0.0331,0.0697,0.2776,0.0237,0.0209,0.0033,0.0029,0.003,0.0061,0.0017,0,0.0037,0.0313,0.2324,0.0736,0.1196,0.3395,0.0649
"PAX7",4e-04,7e-04,0,0,0.0018,1e-04,8e-04,0,3e-04,0,4e-04,3e-04,0,5e-04,0,1e-04,1e-04,0,0.001,0
"ALDH4A1",0.0149,0.0261,0.0114,0.0102,0.0253,0.0121,0.0161,0.0199,0.0035,0.0021,0.034,0.0051,0,0.0135,0.0175,0.0146,0.0233,0.0117,0.0105,0.0155
"IFFO2",0.0983,0.0524,0.029,0.0489,0.0118,0.0635,0.0897,0.0854,0.007,0.0112,0.1251,0.0105,0.0179,0.0791,0.0623,0.0389,0.0271,0.0147,0.1046,0.0312
"UBR4",0.3577,0.195,0.1785,0.1472,0.2075,0.1542,0.1663,0.2556,0.2036,0.1632,0.4111,0.5704,0.319,0.2941,0.282,0.1564,0.1769,0.0991,0.3049,0.1605
"EMC1-AS1",0.0973,0.0469,0.0062,0.0347,0.0455,0.0355,0.0223,0.0558,0.008,0.0117,0.0636,0.0135,0.0676,0.1115,0.1084,0.0315,0.0186,0.0159,0.2526,0.0233
"EMC1",0.061,0.0919,0.0549,0.0495,0.0852,0.0501,0.0373,0.0573,0.011,0.0177,0.088,0.0129,0.0077,0.0638,0.0555,0.0678,0.0836,0.0454,0.1056,0.0671
"MRTO4",0.0631,0.1768,0.0902,0.076,0.2244,0.1185,0.0944,0.1076,0.0144,0.0201,0.105,0.0091,0,0.0659,0.0698,0.0878,0.1282,0.0889,0.064,0.1101
"AKR7A3",0.0012,0.0072,0.0028,0.0017,0.0135,0.0028,0.0064,0.0016,0.0016,0.0016,0.0014,0,0,0.0014,0.0011,0.0072,0.0066,0.0028,9e-04,0.0046
"AKR7A2",0.1325,0.3566,0.1974,0.1507,0.3542,0.2644,0.2513,0.2616,0.0317,0.0374,0.2013,0.0221,0.0077,0.1308,0.1173,0.1984,0.2407,0.1953,0.091,0.2138
"SLC66A1",0.0244,0.0308,0.0096,0.0178,0.063,0.0156,0.0187,0.031,0.0061,0.0067,0.0186,0.0033,0.0049,0.0209,0.0315,0.0279,0.0348,0.0185,0.0327,0.0238
"CAPZB",0.9954,1.1779,0.9231,0.9063,0.9787,1.0691,1.0774,0.7407,0.676,0.6353,0.8528,0.8998,0.5286,1.1841,0.9784,1.1785,1.1063,1.0453,1.0759,1.2932
"MICOS10",0.4815,0.5767,0.1459,0.3353,0.7039,0.4204,0.3058,0.3248,0.138,0.177,0.2837,0.0582,0.1852,0.6455,0.6758,0.4358,0.4647,0.4199,0.5998,0.4707
"NBL1",0.0084,0.0428,0.0419,0.0182,0.0479,0.0123,0.0259,0.0179,0.0145,0.0359,0.0084,0.0123,0,0.0093,0.0145,0.0532,0.0391,0.0323,0.0185,0.0324
"TMCO4",0.0619,0.058,0.0288,0.0381,0.0764,0.063,0.0496,0.013,0.0068,0.0191,0.0822,0.0233,0,0.0831,0.0655,0.0581,0.0573,0.0388,0.1238,0.0698
"OTUD3",0.0223,0.0246,0.016,0.0173,0.0241,0.0214,0.0223,0.0332,0.0056,0.0059,0.0347,0.013,0,0.0308,0.0233,0.019,0.0155,0.0124,0.0355,0.0132
"PLA2G5",9e-04,0.0018,0.0014,9e-04,8e-04,6e-04,0.0014,0.0049,3e-04,5e-04,4e-04,0.0018,0,4e-04,0,8e-04,9e-04,0.001,9e-04,5e-04
"PLA2G2D",5e-04,0.0045,0.0244,0.0045,0.0145,0.0016,0.0095,0.0059,4e-04,4e-04,2e-04,1e-04,0,1e-04,0.0025,0.0116,0.0232,0.0177,0.0042,0.0836
"PLA2G2C",0.0038,0.0023,7e-04,8e-04,0.0016,0.0017,3e-04,7e-04,5e-04,4e-04,0.0026,0,0,0.004,0.0037,0.0011,0.0017,6e-04,0.0026,8e-04
"UBXN10-AS1",0.0053,0.0028,0.0031,0.0041,0.0012,0.0023,0.002,7e-04,7e-04,0.0012,0.0012,2e-04,0,7e-04,0.001,0.0026,0.0029,0.0021,0.0014,0.0024
"UBXN10",0.0019,0.0033,0.003,0.0012,0.0017,0.0013,0,5e-04,6e-04,0,5e-04,0,0.0038,0.0023,7e-04,0.0016,0.0041,0.0015,0.0012,0.0015
"CAMK2N1",0.007,0.0121,0.0075,0.0163,0.0147,0.0054,0.0059,0.0064,0.0087,0.009,0.0071,4e-04,0,0.0073,0.0074,0.016,0.0102,0.0139,0.0065,0.0062
"MUL1",0.028,0.0512,0.0407,0.028,0.0611,0.0354,0.0238,0.0415,0.0172,0.0189,0.041,0.023,0.012,0.0345,0.0373,0.0485,0.0599,0.0359,0.0354,0.0561
"CDA",0.4794,0.1106,0.2017,0.1499,0.0584,0.0191,0.0206,0.0109,0.911,0.4685,0.4781,1.4973,0.3486,0.3646,0.604,0.0191,0.0598,0.0677,0.0475,0.0489
"PINK1",0.0688,0.0528,0.0607,0.0438,0.099,0.0443,0.0367,0.0456,0.078,0.0506,0.0656,0.0844,0.0278,0.0705,0.0645,0.1087,0.1238,0.0773,0.0605,0.0672
"PINK1-AS",0.0089,0.0087,0.0033,0.0021,0.0044,0.0036,0.0065,0.0116,0.0018,0.0024,0.0152,0.006,0.0026,0.0074,0.0078,0.0048,0.0043,0.0043,0.0081,0.0059
"DDOST",0.2271,0.5089,0.3352,0.286,0.3153,0.4588,0.4104,0.4637,0.0577,0.0727,0.3424,0.0561,0.0388,0.2076,0.2084,0.3616,0.3863,0.323,0.1837,0.4632
"KIF17",0.0031,0.0249,0.0063,0.0155,0.0014,0.0419,0.0066,0.0408,0.0012,0.0019,0.007,0.002,0,2e-04,0.0018,0.0163,0.0093,0.0153,0.0104,0.0143
"HP1BP3",0.4915,0.6875,0.3415,0.3604,0.3961,0.443,0.4324,0.6301,0.2277,0.1963,0.5545,0.5973,0.1465,0.5947,0.473,0.5006,0.4544,0.3362,0.5681,0.3922
"EIF4G3",0.8306,0.3649,0.1327,0.2168,0.3945,0.3795,0.2531,0.6334,0.3625,0.3,0.8574,2.1973,0.4182,0.4836,1.0282,0.3047,0.2759,0.2082,1.0735,0.3036
"ECE1",0.2821,0.0434,0.0381,0.0615,0.1105,0.0227,0.1216,0.1287,0.4448,0.5688,0.0558,0.4501,0.4632,0.3267,0.1806,0.0159,0.034,0.0276,0.0334,0.0343
"NBPF3",0.0071,0.0046,0.0043,0.0046,0.0123,0.0036,0.004,0.006,0.003,0.003,0.0082,0.0043,0,0.0058,0.0062,0.0035,0.0047,0.0052,0.0113,0.0053
"ALPL",0.0057,0.0057,0.0118,0.0106,0.0063,0.0044,0.0077,0.0077,0.2164,0.1545,0.006,0.0205,0.1208,0.0068,0.0113,0.0053,0.0046,0.0078,0.0035,0.0033
"RAP1GAP",0.0023,0.002,0.0038,9e-04,0.0057,0.0016,0.0018,0.0012,0.0019,4e-04,0.0053,0.0011,0,0.0014,0.0034,0.0016,0.0018,7e-04,0.0021,5e-04
"USP48",0.3443,0.3029,0.1339,0.1405,0.2338,0.1968,0.2045,0.3692,0.1179,0.0794,0.5671,0.3099,0.0491,0.2678,0.422,0.1747,0.1605,0.124,0.3437,0.1716
"LDLRAD2",0.0015,8e-04,9e-04,0.0015,0.0058,0.0042,0.0074,0.0213,5e-04,2e-04,0.0042,0.0013,0,5e-04,0.0016,0.0011,0.0012,6e-04,0.0019,2e-04
"HSPG2",0.0187,0.029,0.0374,0.0245,0.0917,0.0242,0.0297,0.0749,0.0236,0.0347,0.0224,0.0136,0.0171,0.0219,0.0154,0.0375,0.0329,0.0253,0.0228,0.0194
"CELA3B",4e-04,0,0,0,0,0,0,0,1e-04,0,0,3e-04,0,1e-04,0,0,1e-04,0,8e-04,1e-04
"CDC42",1.4612,1.4456,1.3522,1.1823,1.242,1.5702,1.4672,0.9588,1.2211,1.1734,1.421,1.0954,0.9373,1.6094,1.2752,1.2463,1.4252,1.112,0.9653,1.3771
"CDC42-AS1",0.0112,0.0079,0.0015,0.002,0.0058,0.0079,0.0039,0.0038,7e-04,7e-04,0.0101,7e-04,0.0068,0.0204,0.0192,0.0038,0.0024,0.0019,0.0254,0.003
"CDC42-IT1",0.0188,0.0072,2e-04,0.0067,0.004,0.0054,0.0042,0.0036,0.0082,0.0148,0.0121,0.0015,0.0045,0.0288,0.0205,0.0055,0.0046,0.0022,0.0155,0.0053
"WNT4",0.0015,3e-04,0,0,0.0034,4e-04,0.001,9e-04,5e-04,0,0.002,4e-04,0,0.0016,7e-04,8e-04,4e-04,6e-04,0.0012,0.0013
"ZBTB40",0.0716,0.0445,0.0277,0.042,0.0538,0.043,0.035,0.0788,0.0089,0.015,0.0822,0.0428,0.0028,0.1014,0.0747,0.0503,0.0477,0.032,0.0966,0.0395
"C1QA",0.3949,2.3122,2.4904,1.6459,0.821,1.4191,0.5937,0.2973,0.2498,0.2959,1.3348,0.0793,0.0997,0.552,0.5854,3.377,2.8444,2.9305,1.9502,2.911
"C1QC",0.2337,2.0524,1.781,1.2842,0.643,1.2171,0.4431,0.217,0.1759,0.225,0.3457,0.025,0.0482,0.1224,0.4668,2.8883,2.4212,2.5279,1.5469,2.6076
"C1QB",0.2946,2.3624,2.3167,1.4217,0.8333,1.2627,0.5954,0.3101,0.2495,0.2939,0.7679,0.0563,0.1231,0.2942,0.5372,3.2765,2.8018,2.8216,1.7348,2.9786
"EPHB2",0.0592,0.085,0.0437,0.0439,0.1241,0.021,0.0152,0.0045,0.0055,0.0253,0.031,0.007,0,0.0291,0.0599,0.1169,0.0863,0.0662,0.1989,0.1498
"TEX46",8e-04,0,5e-04,0,9e-04,0,5e-04,5e-04,0,0,4e-04,0,0,3e-04,0,1e-04,2e-04,1e-04,0.0011,0
"KDM1A",0.1227,0.1326,0.0758,0.0791,0.1271,0.0949,0.1072,0.2302,0.0166,0.0168,0.2261,0.051,0.0079,0.1438,0.1114,0.0864,0.0999,0.0564,0.1412,0.0725
"LUZP1",0.2165,0.2016,0.1085,0.1536,0.2176,0.2131,0.207,0.2208,0.0323,0.041,0.2925,0.1208,0.0491,0.1893,0.1809,0.2151,0.1721,0.1091,0.3528,0.1552
"HNRNPR",0.4153,0.6942,0.2776,0.2935,0.4196,0.4625,0.4626,0.5793,0.0978,0.133,0.5553,0.1391,0.0592,0.4725,0.3596,0.4029,0.395,0.2999,0.3795,0.4869
"ZNF436",0.0067,0.0089,0.0068,0.0117,0.0128,0.0073,0.0116,0.0039,0.0022,0.0044,0.0061,0.0023,0,0.0104,0.0031,0.0128,0.0106,0.0066,0.0136,0.0114
"ZNF436-AS1",0.0025,0.0054,0.0024,0.0025,0.0159,0.0052,0.0044,0.0011,0.0014,0.0011,0.0037,0.002,0,0.0041,0.0048,0.0062,0.0044,0.0049,0.0073,0.0067
"TCEA3",0.0058,0.0153,0.0244,0.0139,0.0131,0.0199,0.0638,0.0058,0.0054,0.006,0.0201,0.0058,0.0047,0.0076,0.0082,0.0124,0.0223,0.011,0.0057,0.0105
"ASAP3",0.0029,0.0013,0.002,0.0018,5e-04,9e-04,0,0.0029,0.002,0.0045,0.0015,7e-04,0,0.0106,0.0051,0.0018,0.0018,0.0024,0.0028,0.0016
"E2F2",0.0145,0.0711,0.0036,0.0021,0.0033,0.0028,0.0041,0.027,0.0028,0.0034,0.0438,0.0213,0,0.0331,0.0256,0.0014,0.0014,0.0012,0.0031,0.0018
"ID3",0.1206,0.3087,0.3311,0.422,0.3241,0.4072,0.1616,0.0944,0.0834,0.1221,0.1469,0.0486,0.0153,0.0768,0.0749,0.3619,0.3376,0.2181,0.2541,0.2503
"MDS2",0.001,0.0011,0,0.0023,0.0016,7e-04,0.0013,0.0014,2e-04,5e-04,8e-04,0,0,0.0019,0.0023,3e-04,3e-04,0,0.0015,2e-04
"ELOA-AS1",0.0365,0.0308,0.0123,0.0228,0.035,0.0289,0.0195,0.0614,0.0045,0.0053,0.0451,0.0132,0,0.0543,0.0547,0.0186,0.0143,0.0189,0.0895,0.0173
"ELOA",0.0928,0.0959,0.0552,0.0695,0.0887,0.088,0.095,0.1682,0.0136,0.0219,0.0984,0.0405,0.007,0.0998,0.0982,0.0889,0.0921,0.0512,0.0833,0.0755
"PITHD1",0.1348,0.2925,0.2385,0.1817,0.1993,0.1905,0.1638,0.2333,0.0545,0.0565,0.2089,0.066,0.0564,0.1574,0.134,0.2568,0.3135,0.1779,0.1796,0.208
"LYPLA2",0.1083,0.1359,0.1288,0.0818,0.1146,0.1045,0.1138,0.1135,0.0529,0.0556,0.1137,0.0577,0.0373,0.106,0.1062,0.1175,0.1647,0.0981,0.0698,0.163
"GALE",0.031,0.093,0.062,0.0421,0.1445,0.0447,0.0377,0.0247,0.0103,0.0107,0.0421,0.0059,0.0105,0.0484,0.0389,0.0578,0.1058,0.0602,0.057,0.0754
