"gene","B_C1_CRIP1","B_C10_LOMO2","B_C11_MZB1_PC","B_C2_IGHM_Bn","B_C3_HSPA1A","B_C4_FCRL1","B_C5_IFIT3","B_C6_ZZF331","B_C7_MKI67","B_C8_BACH2","B_C9_IGLL5"
"SMIM3",0.17,1.54,70.74,0.22,0.13,0.85,0.34,0.39,27.4,24.13,0
"IRGM",0.04,0,3.89,0.04,0.05,0.67,0.05,0.05,1.9,1.63,0.09
"ZNF300",0.74,1.98,3.14,1.58,0.87,1.43,1.13,0.72,4.26,1.78,0.45
"GPX3",0.48,0.11,0.87,0.48,0.56,0.37,0.17,0.14,0.38,0.39,1.25
"TNIP1",19.46,38.09,25.02,15.77,18.7,21.23,30.18,16.57,35.08,17.77,15.28
"ANXA6",34.31,39.96,13.48,30.54,30.62,26.9,50.66,35.65,36.38,10.16,24.84
"CCDC69",12.18,60.37,30.59,14.7,12.87,22.51,24.41,12.9,58.52,54.54,7.15
"GM2A",9.31,18.77,5.7,10.87,10.5,10.71,19.66,9.23,15.37,10.71,6.08
"SLC36A2",0.01,0,0.03,0,0.01,0.07,0,0,0.08,0.08,0.09
"SLC36A1",0.86,1.32,0.36,0.91,1.04,2.27,1.68,0.72,3.35,2.17,0.36
"FAT2",0,0,0.03,0.01,0.01,0.17,0,0,0,0.16,0.18
"SPARC",0.88,1.54,5.15,0.94,0.9,3.34,0.69,5.6,4.72,4.81,1.25
"CLMAT3",0,0,0.36,0.01,0,0.14,0.02,0,0.15,0.16,0
"ATOX1",12.21,40.5,18.54,9.11,11.56,10.87,19.57,9.71,45.97,10.32,9.29
"G3BP1",27.1,49.4,54.57,28.37,30.26,28.75,33.03,27.2,69.71,24.28,16.35
"GLRA1",0.01,0,0.62,0,0,0.83,0,0,0.84,0.16,0.36
"GRIA1",0.01,0,0.19,0,0.01,0.19,0,0,0.23,0,0
"FAM114A2",3.61,7.57,6.22,3.55,3.82,5.42,5.41,3.24,12.56,6.05,2.86
"MFAP3",1.8,2.85,6.25,1.46,1.76,4,2.35,1.88,8.07,3.49,1.43
"GALNT10",5.98,2.85,7.94,5.24,5.47,21.85,6.35,1.84,12.02,10.16,2.5
"SAP30L-AS1",0.53,1.21,5.99,0.63,0.45,7.02,0.6,0.58,5.48,5.43,0.18
"SAP30L",3.44,2.85,15.1,3.45,2.37,6.43,2.25,0.82,16.74,7.91,0.8
"LARP1",13.32,19.76,37.85,11.7,12.18,20.2,12.74,5.8,42.47,22.58,9.03
"FAXDC2",0.14,0.22,4.93,0.09,0.11,1.98,0,0.05,6.09,2.33,0.18
"CNOT8",10.35,21.84,49.48,9.81,9.7,20.67,14.04,10.68,44.9,30.95,7.69
"GEMIN5",2.68,4.83,7.74,2.77,2.44,4.51,2.85,3.14,10.58,2.87,1.07
"MRPL22",11.82,24.37,19.99,10.29,9.87,10.25,14.95,8.36,49.62,14.04,15.19
"SGCD",0.01,0.22,0.58,0.01,0,0.55,0,0.05,0.3,0.39,0
"PPP1R2B",0.01,0,0.06,0.01,0.04,0.01,0.05,0,0.08,0.08,0
"TIMD4",0.05,0.11,0.03,0.02,0.03,0.07,0.02,0,0.23,0.08,0
"HAVCR2",0.76,0.88,3.14,0.74,0.75,2.94,1.92,0.63,4.95,1.24,0.98
"MED7",4.53,7.35,5.9,4.14,3.72,5.06,5.51,2.42,12.79,3.1,6.52
"ITK",0.52,1.54,0.71,0.45,0.45,1.38,0.84,1.98,2.44,0.7,0.63
"CYFIP2",19.15,39.52,85.97,20.6,19.45,48,21.63,16.33,69.94,71.22,9.65
"ADAM19",8.96,26.78,4.18,12.73,10.26,47.76,19.16,9.08,23.59,40.88,8.4
"NIPAL4",0.32,0,0.06,0.62,0.57,1.69,0.17,0.77,0.53,1.24,0.27
"SOX30",0.03,0,0.19,0.03,0.03,0.43,0.19,0,0.3,0.54,0
"C5orf52",0,0,0.03,0,0,0.03,0.02,0,0.08,0,0
"THG1L",4.84,11.31,3.08,3.62,4.67,4.17,6.2,2.8,14.38,7.6,3.66
"LSM11",0.71,0.66,0.39,0.49,0.51,0.58,0.62,0.19,3.73,0.47,0.45
"CLINT1",19.27,47.64,80.3,20.32,18.68,34.24,24.19,15.85,66.06,56.71,11.44
"EBF1",21.72,45.77,98.77,19.15,21.05,80.91,22.68,15.99,74.66,94.03,10.63
"RNF145",15.07,25.25,46.86,14.58,15.16,29.56,18.9,10.82,42.92,31.81,16.35
"UBLCP1",9.24,21.3,9.04,7.36,7.89,11.22,13.34,7.54,26.56,15.28,5.45
"IL12B",0.02,0,0,0.01,0.03,0.08,0.05,0,0.15,0.78,0
"ADRA1B",0,0,0.06,0.01,0,0.07,0,0,0.08,0.08,0
"TTC1",14.08,27.33,34.77,12.94,12.43,21.92,19.54,10.39,48.02,26.76,10.81
"PWWP2A",8.42,16.9,32.15,8.45,7.67,16.1,8.67,4.93,37.52,25.45,4.11
"CCNJL",0.02,0.22,4.18,0.05,0.02,0.23,0,0.05,2.82,1.24,0
"C1QTNF2",0.02,0,0.13,0.01,0.01,0,0,0.05,0.15,0,0
"ZBED8",0.08,0,0.49,0.07,0.07,0.21,0.12,0.05,1.22,0.23,0
"SLU7",19.94,31.94,38.2,19.71,21.17,20.06,23.86,15.8,45.74,22.19,12.96
"PTTG1",5.56,46.32,12.25,4.25,7.73,4.53,9.6,5.7,74.81,6.28,5.81
"MIR3142HG",0.37,3.95,14.87,0.06,0.36,0.83,0.62,0.1,6.09,2.64,0
"ATP10B",0.04,0.11,2.01,0.01,0.01,0.28,0.02,0.14,0.53,0.62,0
"GABRB2",0.01,0,0.13,0.11,0.02,0.41,0,0.05,0.08,0.16,0
"GABRA6",0.01,0,0.03,0,0,0.12,0,0,0.15,0.08,0
"GABRA1",0.01,0,0.06,0,0,0.07,0,0,0,0,0
"GABRG2",0.01,0,0.06,0.02,0.02,0.06,0,0,0,0,0
"CCNG1",13.56,23.71,26.93,11.45,12.07,10.61,12,10.39,39.27,15.83,19.48
"NUDCD2",10.19,23.49,14.06,8.47,8.68,9.54,15.88,6.14,45.74,10.4,10.55
"HMMR",0.39,2.41,1.04,0.33,0.4,0.83,0.91,0.43,38.74,0.93,0.09
"MAT2B",21.89,34.8,31.24,22.1,20.41,16.73,34.61,24.25,35.54,20.25,11.08
"TENM2",0.02,0,1.43,0.02,0,0.81,0.02,0,0.91,1.32,0.09
"WWC1",0.27,0.44,0.29,0.13,0.26,0.92,0.1,0.1,0.61,0.47,0
"RARS",7.95,11.96,17.69,6.58,7.07,9.59,10.3,6.04,23.9,11.64,5.63
"FBLL1",0.01,0,0,0,0.02,0.01,0.05,0,0,0,0
"PANK3",6.7,9.55,36.29,6.54,6.27,11.67,6.28,3.29,27.93,18.62,4.02
"SLIT3",0.05,0.22,1.62,0.08,0.04,0.58,0.05,0.1,0.53,1.09,0.27
"SPDL1",1.56,3.18,5.35,1.69,1.36,2.7,1.53,1.35,26.33,2.17,0.8
"DOCK2",20.75,39.3,52.98,18.79,19.1,61.21,25.17,13.04,71.08,50.66,7.86
"INSYN2B",0.07,0.22,0.94,0.09,0.15,12.44,0.12,0,6.24,5.74,0
"C5orf58",0.01,0.11,0.45,0,0,0.06,0,0,0.3,0,0.09
"LCP2",4.03,2.96,19.09,1.25,3.72,4.66,6.8,4.69,10.81,2.95,0.63
"KCNIP1",0,0,0.71,0,0,0.23,0,0,0.61,0.23,0
"KCNMB1",0.1,0.33,1.23,0.16,0.06,0.19,0.1,0,1.6,0.16,0.18
"GABRP",0.02,0,0.19,0.04,0.03,0.55,0.07,0.14,0.15,0.39,0.09
"RANBP17",0.01,0.11,0.87,0.01,0.02,0.59,0,0.05,1.75,0.54,0
"NPM1",87.27,95.17,94.3,85.31,88.47,76.51,87.38,79.9,95.81,78.59,89.63
"FGF18",0.19,0,0.49,0.11,0.52,0.5,0.26,0.14,1.6,0.31,0.18
"FBXW11",14.18,19.43,65.49,13.68,15.23,49.08,17.82,11.55,52.82,51.36,7.6
"STK10",14.06,18.66,36.07,12.58,14.24,33.63,18.97,10.24,36.45,19.01,6.26
"EFCAB9",0,0,0.03,0.01,0,0.06,0,0,0,0.23,0
"UBTD2",1.18,1.76,26.15,1.28,1.41,8.81,1.05,0.77,20.24,13.81,0.8
"SH3PXD2B",0.07,0,0.45,0.04,0.02,0.39,0.05,0.34,0.3,0.47,0.09
"NEURL1B",0.09,0.22,15.49,0.03,0.03,0.18,0.02,0.1,17.12,5.35,0.09
"DUSP1",69.73,62.9,64.32,76.86,88.06,59.57,78.01,74.98,71.77,46.86,36.28
"ERGIC1",14.07,25.36,79.97,16.76,14.03,35.92,15.69,10.68,65.68,60.9,11.71
"ATP6V0E1",64.18,67.73,47.86,53.53,58.43,47.39,74.95,47.97,63.7,39.8,59.25
"CREBRF",29.93,30.19,76.99,30.24,30.44,39.08,28.91,17.2,43.68,48.49,11.8
"BNIP1",3.45,7.03,8.94,3.01,3.43,4.03,5.1,2.08,14,5.12,3.75
"STC2",0.02,0,0.06,0.06,0.07,0.04,0.12,0,0,0.16,0
"BOD1",7.89,12.07,10.86,8.46,6.14,6.45,6.06,5.51,16.44,8.15,7.24
"CPEB4",5.22,10.32,18.63,5.76,7.32,20.79,10.66,3.04,17.73,18.54,2.86
"C5orf47",0,0,0.13,0,0.01,0.14,0.02,0,0.15,0,0
"NSG2",0,0,0.23,0,0,0.04,0,0,0.08,0.08,0
"MSX2",0.02,0,0.03,0.02,0.01,0.04,0,0.05,0.23,0.08,0
"SFXN1",9.21,17.45,45.11,6.53,7.59,9.43,13.05,6.14,53.04,12.96,6.34
"HRH2",0.08,0.22,3.95,0.03,0.03,0.5,0,0.1,4.95,0.31,0
"CPLX2",0.01,0,0.29,0,0,0.41,0,0,0.15,0.16,0
"THOC3",7.68,20.09,17.47,8.62,7.54,6,12.89,9.47,36.61,7.06,6.08
"FAM153B",0.04,0.11,0.23,0.08,0.07,0.26,0,0.05,0.08,0.16,0.36
"SIMC1",3.08,4.17,28.16,4.1,2.9,27.34,3.43,3,36.61,39.33,1.52
"KIAA1191",9.13,13.06,12.83,10.62,13.24,7.82,12.38,11.26,18.34,9.85,5.36
"ARL10",1.32,3.4,9.24,1.38,1.23,3,1.77,0.87,5.56,4.27,1.16
"NOP16",9.2,16.9,5.41,9.43,10.14,4,12.96,9.28,19.79,3.41,14.39
"HIGD2A",48.09,65.64,43.81,35.01,42.37,28.99,57.72,35.8,67.35,31.03,46.11
"CLTB",13.2,28.76,20.29,11.36,10.78,11.16,17.58,12.03,37.98,10.55,13.85
"FAF2",6.58,16.79,30.17,6.65,6.07,18.66,7.64,5.75,38.58,23.12,5.63
"RNF44",10.33,18.44,29.88,11.3,13.39,10.33,16.02,7.1,22.15,14.12,5.63
"CDHR2",0.01,0,0.91,0.05,0.03,0.66,0.05,0,0.91,0.31,0
"GPRIN1",0.2,0.11,0.26,0.13,0.12,0.17,0.34,0,2.13,0.08,0.36
"SNCB",0.02,0.33,0,0.02,0,0.03,0.02,0,0.08,0.08,0
"TSPAN17",2.1,3.95,2.82,1.83,2.09,1.67,3.93,2.42,3.96,1.4,1.61
"UNC5A",0,0,0.03,0,0.01,0,0,0,0,0,0
"HK3",0.04,0,0.36,0.05,0.03,0.25,0.07,0.05,0.3,0.39,0
"UIMC1",9.54,26.23,54.96,9.03,9.11,31.83,10.75,6.91,47.49,36.46,7.06
"ZNF346",2.9,8.34,17.24,2.86,2.63,8.81,3.86,1.93,22.07,9.23,0.98
"ZNF346-IT1",0.05,0.11,0,0.04,0.04,0.03,0.05,0,0,0.08,0
"FGFR4",0.05,0.22,0.29,0.04,0.1,0.15,0,0.05,0.99,0.08,0
"NSD1",20.09,41.6,46.79,19.98,18.41,36.8,24.62,13.53,55.71,41.97,11.17
"RAB24",7.5,8.34,1.49,6.34,9.45,1.94,22.49,12.03,5.86,1.09,3.49
"MXD3",0.89,3.4,13.06,0.45,0.7,1.33,1.39,0.39,38.89,2.87,0.45
"PRELID1",34.55,58.62,28.35,30.19,30.08,24.16,47.5,25.46,52.82,25.52,39.5
"LMAN2",22.03,44.13,33.73,22.06,21.14,14.9,32.12,21.84,54.64,14.9,22.43
"RGS14",6.29,5.05,3.73,4.49,7.02,4.06,10.3,5.07,6.16,2.56,3.4
"SLC34A1",0,0,0.03,0,0,0.04,0.02,0,0,0,0
"F12",0.12,0,0.13,0.19,0.3,0.4,0.26,0.19,0.38,0.31,0.36
"GRK6",16.22,17.34,11.41,15.13,14.9,17.08,15.69,7.05,25.88,8.69,10.19
"PRR7-AS1",0.43,0.11,1.17,0.29,0.41,1.18,0.19,0.1,1.22,0.7,0
"PRR7",6.87,6.48,9.88,8.95,13.14,10.33,7.28,5.99,19.56,6.59,6.7
"DBN1",0.16,0.55,29.91,0.12,0.1,1.35,0.17,0.48,19.63,16.76,0.71
"PDLIM7",3.3,6.81,2.46,1.95,3.58,1.73,7.78,1.88,17.96,2.02,2.32
"DOK3",10.88,24.15,34.06,6,12.12,8.23,22.44,6.47,38.13,35.76,4.92
"DDX41",5.54,14.49,8.2,5.21,5.56,3.41,10.2,4.59,21.69,5.51,5.99
"FAM193B",3.32,3.84,20.09,3.15,3.63,8.16,3.66,1.3,20.47,12.57,2.14
"TMED9",25.24,46.98,31.79,24.53,21.16,16.24,31.86,23.53,53.81,21.96,23.68
"B4GALT7",4.51,10.65,5.25,4.74,4.61,4.02,6.78,3.67,8.83,6.83,3.66
"FAM153A",0.02,0.11,0.29,0.07,0.06,0.77,0.02,0,0.15,0.08,0
"FAM153CP",0.88,1.87,0.55,1.32,0.81,2.44,0.74,0.63,3.42,1.47,0.09
"N4BP3",5.04,9.33,4.05,3.54,4.13,6.11,2.44,2.32,13.39,8.61,7.15
"RMND5B",4.81,13.61,9.75,5.2,4.01,8.96,5.84,3.62,22.15,13.73,4.2
"NHP2",23.1,45.66,31.98,20.83,20.77,16.39,30.56,20.58,60.12,20.25,26.01
"HNRNPAB",28.65,40.94,39.6,28.97,37.73,23.85,27.5,28.07,81.74,25.52,16.35
"PHYKPL",15.9,32.38,47.83,15.68,14.98,23.45,24.72,15.6,37.9,28.24,8.94
"COL23A1",0.01,0,1.07,0.02,0.03,0.72,0.05,0.05,1.29,0.7,0
"CLK4",17.04,25.25,32.86,18.76,14.92,19.98,15.78,11.64,28.31,20.33,9.29
"ZNF354A",2.87,3.73,9.66,2.87,2.22,5.5,2.59,1.59,8.22,5.74,2.14
"ZNF354B",2.62,2.31,9.85,3.37,2.16,3.33,2.37,1.11,7.84,5.74,2.59
"ZFP2",0.02,0.11,1.98,0.18,0.1,0.61,0.07,0.05,0.99,0.54,0
"ZNF454",0.01,0,0.1,0.07,0.03,0.07,0,0.05,0,0,0
"ZNF879",0.89,1.54,3.92,0.94,0.83,1.38,1.22,0.68,3.12,1.47,1.43
"ZNF354C",0.69,0.77,5.57,0.88,0.65,1.64,0.53,0.58,6.54,1.24,0.63
"ADAMTS2",0.01,0,0.52,0.02,0.02,0.29,0.05,0,0.08,0.39,0.36
"RUFY1",9.1,18.55,30.01,9.53,9.52,22.31,10.75,7.63,37.82,20.25,5.09
"HNRNPH1",45.95,59.93,87.01,47.8,50.86,52.4,40.65,24.25,86.07,60.51,35.66
"CBY3",0.01,0,0.32,0.01,0,0.08,0,0.05,0.53,0,0
"CANX",20.25,44.57,53.79,21.2,18.64,21.12,27.45,23.77,61.95,29.56,12.42
"MAML1",5.1,8.45,28.06,4.65,4.43,11.67,4.77,3.09,23.21,14.51,3.57
"LTC4S",0.91,0.55,0.55,0.47,0.9,0.58,0.5,0.68,1.07,0.23,0.54
"MGAT4B",3.89,5.16,6.77,2.96,3.04,3.28,4.36,0.92,9.44,1.86,2.14
"SQSTM1",53.61,55.54,45.59,48.87,66.47,50.23,63.21,58.45,53.96,30.18,45.22
"MRNIP",4.93,3.18,5.38,4.46,5.41,10.07,2.9,2.51,5.71,2.33,0.09
"TBC1D9B",6.86,8.01,9.49,5.71,7.18,7.25,10.35,4.44,16.13,3.41,3.66
"RNF130",3.73,1.32,18.05,4.47,3.99,14.09,2.06,3.72,18.57,5.97,4.38
"RASGEF1C",0.01,0,0.49,0,0,0.17,0,0,0.15,0.16,0
"MAPK9",4.69,5.82,21.03,4.18,3.65,10.31,4.34,1.4,27.47,14.97,1.7
"GFPT2",0.16,0.22,0.52,0.23,0.33,0.37,0.17,0.53,1.22,0.54,0.18
"CNOT6",3.42,5.6,38.24,3.3,3.19,10.76,3.78,2.08,39.27,18.77,1.25
"SCGB3A1",7.22,3.07,0.06,6.76,8.75,0.28,3.26,0,1.22,0.16,18.14
"FLT4",0.02,0,0.36,0,0.05,0.07,0.05,0.1,0.15,0.08,0
"MGAT1",7.06,22.5,33.86,9.07,7.8,10.77,12.38,6.76,29.76,15.28,8.31
"HEIH",4.22,11.2,0.26,5.37,2.79,5.46,2.32,3.67,11.19,3.1,0.18
"ZFP62",3.53,6.26,8.2,3.05,3.15,4.58,4.31,1.69,10.5,3.72,2.41
"BTNL8",0.03,0,0.16,0.01,0.04,0.07,0,0.05,0,0.08,0.09
"BTNL9",5.87,7.14,0.23,1.13,3.9,3.65,5.65,2.08,2.21,0.23,1.61
"OR2V2",0,0,0,0,0,0,0,0,0,0,0
"TRIM7",0.38,0.11,0.13,0.14,0.18,0.14,0.26,0.14,0.3,0.08,0.36
"TRIM41",3.79,9.11,5.25,2.8,3.72,3.85,4.84,2.56,10.96,3.96,1.97
"RACK1",67.19,71.02,97.63,73.36,57.95,89.93,33.6,65.07,88.13,93.87,7.86
"TRIM52",6.84,10.54,16.72,6.73,5.67,8.77,6.11,3.72,18.04,9.7,2.59
"TRIM52-AS1",3.22,5.93,0.65,4.14,2.2,4.33,2.66,3.09,8.14,3.1,6.34
"DUSP22",14.13,9.99,24.59,11.87,13.12,16.69,17.49,9.28,17.96,17.22,8.13
"IRF4",10.78,9.22,30.72,14.28,22.39,21,18.99,14.01,35.08,73.55,11.35
"EXOC2",5.6,9,37.78,4.66,5.66,24.03,9.89,5.6,27.47,25.76,2.41
"HUS1B",0.37,0.22,0.26,0.26,0.22,0.44,0,0,0.68,0.47,0.09
"FOXF2",0.01,0,0.49,0.04,0,0,0.02,0,0.15,0,0.09
"FOXC1",0.2,0.55,1.39,0.11,0.4,0.29,0.36,0.19,1.37,0.62,0.18
"GMDS",4.67,49.29,31.69,4.2,5.7,30.48,10.25,6.47,54.57,24.75,2.06
"GMDS-DT",2.99,5.82,43.26,3.02,2.24,30.34,2.16,2.42,30.37,25.14,0.18
"MYLK4",0.04,0.11,2.37,0.06,0.07,0.47,0.05,0,0.68,0.47,0
"WRNIP1",4.04,8.78,27.84,3.72,3.78,10.11,4.79,1.98,29.38,12.02,1.52
"SERPINB1",25.03,53.02,44.72,22.6,24.18,21.93,39.07,24.64,55.71,17.3,22.43
"SERPINB9P1",2.77,1.54,7.81,5.98,3.34,14.79,3.16,2.17,4.72,8.15,0.18
"SERPINB9",28.54,47.64,30.17,27.53,36.23,30.05,33.25,32.08,43.3,18.15,23.5
"SERPINB6",11.16,2.2,15.13,6.21,7.94,9.74,13.41,4.83,16.74,3.96,7.24
"NQO2",3.63,3.51,2.92,2.21,3.75,3.54,5.77,3,9.59,1.78,3.13
"RIPK1",5.82,8.67,41.09,4.96,6.14,16.54,6.68,5.8,31.96,14.51,3.22
"BPHL",2.09,6.04,3.63,1.38,1.76,2.28,2.4,1.35,7.69,2.72,0.89
"TUBB2A",7.8,26.13,3.76,7.17,15.3,4.53,9.8,10.34,25.8,2.87,7.33
"TUBB2B",0.11,8.12,0.16,0.11,0.15,0.14,0.14,0.05,8.22,1.78,0.09
"PSMG4",5.56,10.43,19.09,5.06,5.25,6.39,7.62,3.43,20.4,6.98,4.65
"SLC22A23",0.07,0,6.45,0.06,0.09,1.16,0.07,0.1,2.28,1.47,0.18
"PXDC1",6.77,3.51,1.07,1.81,5.73,2.45,3.38,1.88,2.05,0.93,2.5
"FAM50B",2.01,5.49,1.36,1.71,2.02,1.54,3.4,1.59,7.53,0.78,1.52
"PRPF4B",35.67,52.58,77.67,39.4,33.04,44.86,35.76,25.31,75.65,51.44,15.82
"FAM217A",0.01,0.11,11.28,0.03,0.03,5.11,0,0,6.77,5.82,0
"C6orf201",0,0,0.87,0.01,0,0.39,0.02,0,0.23,0.39,0
"ECI2",6.81,5.93,20.71,5.9,6.14,7.51,7.28,5.27,21.54,6.52,5.09
"CDYL",6.59,6.37,66.36,7.24,6.1,32.37,6.23,1.21,45.97,43.6,2.95
"RPP40",1.58,1.98,4.73,1.52,1.22,1.1,1.87,0.87,7.23,1.71,1.34
"PPP1R3G",0.03,0.11,0.03,0.04,0.01,0.03,0.14,0,0.46,0,0
"LYRM4",8.85,35.35,28.87,7.55,7.22,12.08,13.13,5.6,42.92,22.03,11.62
"FARS2",5.51,10.54,36.39,4.12,4.89,30.44,7.98,4.73,36.61,51.36,3.04
"NRN1",0.27,0.11,2.17,0.07,0.22,0.26,0.41,0.05,3.42,1.86,0.09
"F13A1",0.15,0.11,13.29,0.08,0.1,0.83,0.12,0.1,8.52,2.4,0.09
"LY86-AS1",6.77,7.46,30.01,3.36,5.27,12.05,3.19,4.15,13.7,3.65,0.63
"LY86",41.47,53.13,18.08,30.13,35.82,36.18,50.2,31.26,35.92,21.41,28.33
"RREB1",5.86,6.7,59.59,5.78,5.97,27.63,6.37,3.14,36.83,16.68,3.04
"SSR1",16.71,25.14,31.76,16.3,16.32,18.7,22.4,14.59,44.37,17.15,14.3
"CAGE1",0.4,0.99,1.46,0.47,0.67,1.76,0.46,0.29,1.83,1.24,0.18
"RIOK1",9.74,19.43,22.13,9.68,11.31,15.33,13.44,9.23,34.17,12.41,7.15
"DSP",0.62,1.32,0.49,3.15,0.96,5.31,1.41,2.08,1.37,1.32,4.29
"SNRNP48",5.44,8.01,17.76,5.9,5.46,7.58,6.4,4.3,31.81,8.15,2.86
"BMP6",0.14,0,2.79,0.16,0.05,1.55,0.34,0.19,2.13,0.54,0
"TXNDC5",5.78,24.37,3.31,6.85,4,7.55,5.89,5.8,18.95,2.02,1.43
"BLOC1S5",5.25,7.9,6.12,5.14,4.72,7.83,5.92,3.14,18.65,5.51,3.13
"EEF1E1",10.88,15.81,9.62,9.41,9.32,8.67,11.21,5.85,37.75,7.91,9.65
"SLC35B3",4.38,10.65,13.67,3.88,4.59,9.67,7.31,4.54,17.88,12.1,3.13
"HULC",0.25,0.33,0.19,0.3,0.21,3.43,0.19,0.19,1.9,1.32,0
"TFAP2A",0.1,0.33,0.26,0.06,0.1,0.37,0.17,0.1,0.38,0.23,0.27
"TFAP2A-AS2",0.02,0.11,0.03,0.01,0.01,0.01,0.07,0,0.15,0.08,0
"TFAP2A-AS1",0.02,0.11,1.72,0.01,0.02,0.08,0.12,0,2.28,0.08,0
"GCNT2",2.29,22.5,3.86,2.82,1.96,12.81,3.78,1.01,14.08,0.85,2.06
"C6orf52",0.13,0.99,0.91,0.1,0.12,0.69,0.1,0.24,1.98,0.47,0
"PAK1IP1",7.51,9.33,9.33,7.4,7.24,5.67,8.57,6.76,18.65,5.97,6.34
"TMEM14C",15.27,18.55,22.33,11.97,13.61,11.89,18.51,10.97,52.05,10.47,12.96
"TMEM14B",25.68,41.71,42,23.61,22.59,28.11,30.42,17.97,70.7,24.67,22.79
"MAK",1.06,0.77,11.05,0.57,0.83,6.54,0.67,1.35,5.94,5.2,0.18
"GCM2",0,0,0.19,0,0,0,0,0,0,0.08,0
"SYCP2L",0.08,0,1.56,0.06,0.16,0.4,0.36,0.14,0.99,0.54,0
"ELOVL2",0,0.11,2.2,0,0,0.04,0,0,9.21,1.16,0
"SMIM13",2.64,3.29,8,2.34,2.48,4.03,2.4,2.17,17.58,4.19,2.14
"ERVFRD-1",0.01,0,0.45,0.02,0.02,0.08,0,0,0.15,0.23,0
"NEDD9",7.71,28.87,9.72,9.07,8.59,37.8,11.74,8.31,22.15,23.74,3.84
"TMEM170B",0.46,0.33,6.45,0.47,0.31,2.59,0.36,0.14,5.63,5.28,0.27
"ADTRP",0.19,0.22,2.46,0.3,0.33,0.65,0.17,0.43,0.99,0.62,0.27
"HIVEP1",15.08,16.47,58.1,11.3,14.43,41.92,13.99,10.24,44.37,45.93,4.92
"EDN1",0.41,0.77,0.23,0.44,0.43,0.23,0.84,0.77,0.53,0.16,0.8
"PHACTR1",20.24,25.36,87.46,43.28,35.87,41.17,38.8,22.56,56.7,55.31,20.46
"TBC1D7",2.9,9.99,23.43,3.44,4.71,6.36,9.2,3.38,33.33,15.9,2.41
"GFOD1",3.84,11.42,35.06,3.95,4.17,11.52,4.36,3.29,25.72,12.02,3.49
"SIRT5",2.15,4.94,14.58,1.88,2.44,5.37,4.91,1.35,10.73,7.99,1.07
"NOL7",33.74,52.58,64.26,30.57,29.59,32.76,37.22,27,72.75,36.54,29.13
"RANBP9",4.69,11.86,86.52,5.3,5.21,28.14,6.78,2.22,58.98,41.89,3.66
"MCUR1",7.24,15.15,25.11,6.62,7.47,7.83,9.99,7.87,41.48,8.92,5.18
"RNF182",0.01,0,1.04,0.03,0,0.14,0.02,0,0.61,0.31,0
"CD83",66.17,85.51,13.32,78.08,84.29,74.54,69.51,75.41,51.37,17.07,71.58
"JARID2",9.61,8.34,91.87,15.6,10.39,61.32,9.58,9.52,54.57,71.68,8.49
"JARID2-AS1",0.18,0,0.91,0.13,0.16,0.59,0.07,0.05,1.29,0,0.18
"DTNBP1",9.43,26.89,73.04,13.06,9.48,37.83,13.68,10,61.72,60.98,9.83
"MYLIP",13.91,15.04,64.03,15.06,25.01,29.96,20.07,12.9,36.76,41.43,8.31
"GMPR",0.21,0.99,3.76,0.52,0.48,0.47,2.71,0.48,3.58,0.39,0.54
"ATXN1",7.08,2.31,20.03,2.66,6.77,20.7,8.93,3.53,11.11,5.51,2.23
"STMND1",0.01,0,0.03,0,0.04,0.03,0,0,0.15,0.08,0.18
"RBM24",0,0,0.26,0,0.01,0.01,0,0,0.46,0.16,0
"CAP2",0.01,0,0.97,0.02,0,0.51,0,0,0.91,0.16,0
"FAM8A1",0.92,5.38,15.33,1.54,1.34,3,1.8,1.16,13.17,6.75,0.98
"NUP153",11.49,18.44,78.48,10.57,11.26,37.72,12.55,10.24,62.71,37.63,4.38
"KIF13A",1.8,0.99,37.69,1.23,2.09,10.31,0.91,0.48,25.49,8.3,1.07
"NHLRC1",0.06,0,0.1,0.09,0.06,0.1,0.1,0.05,0.23,0.08,0
"TPMT",2.2,7.9,1.85,1.81,1.9,3.05,3.64,1.64,10.88,2.4,2.23
"KDM1B",2.37,10.21,30.85,2.73,2.33,11.49,4.1,3.14,35.84,48.8,0.8
"DEK",44.2,59.82,81.85,36.49,40.19,38.76,51.88,27.97,95.36,34.29,32.98
"RNF144B",4.3,19.76,7.1,7.49,4.68,13.8,4.5,6.18,21.39,34.21,4.29
"MIR548A1HG",0.01,0,0.16,0,0,0.23,0,0,0.23,0.47,0
"ID4",0.13,0,1.56,0.12,0.15,0.36,0.05,0.14,1.07,1.09,0.98
"MBOAT1",1.56,0.55,7.84,0.75,1.43,3.34,2.06,1.21,11.11,2.25,0.54
"E2F3",3.25,9.99,50.19,3.03,3.27,10.65,4.93,2.13,49.32,19.08,2.06
"E2F3-IT1",0.14,0,0.03,0.1,0.17,0.08,0.12,0,0.76,0,0
"CDKAL1",5.44,8.56,58.04,6.13,5.54,58.21,6.44,4.59,55.56,48.1,1.79
"SOX4",3.61,11.64,89.24,4.74,5.41,12.23,6.35,3.53,61.57,85.73,4.83
"CASC15",0.07,0.44,70.84,0.06,0.12,1.62,0.02,0.14,24.35,40.5,0
"NBAT1",0,0,15.75,0,0,0.07,0,0,3.5,5.2,0
"NRSN1",0,0,0,0,0,0.01,0,0,0,0,0
